jMRUI Data Textfile

Filename: NAA_AcetylMoiety.txt

PointsInDataset: 32768     
DatasetsInFile: 1         
SamplingInterval: 3.3333E-2 
ZeroOrderPhase: 0E0       
BeginTime: 0E0       
TransmitterFrequency: 2.9722E8  
MagneticField: 0E0       
TypeOfNucleus: 0E0       
NameOfPatient: 
DateOfExperiment: 
Spectrometer: 
AdditionalInfo: 


Signal and FFT
sig(real)	sig(imag)	fft(real)	fft(imag)
Signal 1 out of 1 in file
-2.703E0	3.6538E-1	-1.1977E-5	1.7774E-1
-2.6035E0	8.1089E-1	-1.0309E-5	1.7788E-1
-2.4311E0	1.2334E0	-9.4297E-6	1.7803E-1
-2.1908E0	1.6212E0	-1.0677E-5	1.7817E-1
-1.8892E0	1.9634E0	-1.2919E-5	1.7832E-1
-1.5348E0	2.2504E0	-1.3693E-5	1.7846E-1
-1.1376E0	2.4742E0	-1.4333E-5	1.7861E-1
-7.0885E-1	2.6286E0	-1.313E-5	1.7876E-1
-2.6042E-1	2.7093E0	-1.1421E-5	1.789E-1
1.9507E-1	2.714E0	-1.1281E-5	1.7905E-1
6.4484E-1	2.6428E0	-1.1888E-5	1.7919E-1
1.0763E0	2.4975E0	-1.2457E-5	1.7934E-1
1.4774E0	2.2824E0	-1.159E-5	1.7949E-1
1.8369E0	2.0035E0	-1.0378E-5	1.7963E-1
2.1448E0	1.6686E0	-9.8855E-6	1.7978E-1
2.3924E0	1.2871E0	-9.4971E-6	1.7993E-1
2.5729E0	8.6984E-1	-8.2079E-6	1.8007E-1
2.6812E0	4.284E-1	-7.3775E-6	1.8022E-1
2.7144E0	-2.4803E-2	-8.5743E-6	1.8036E-1
2.6715E0	-4.7707E-1	-9.0555E-6	1.8051E-1
2.5539E0	-9.1574E-1	-7.8032E-6	1.8065E-1
2.3647E0	-1.3285E0	-6.7896E-6	1.808E-1
2.1094E0	-1.7039E0	-6.6617E-6	1.8094E-1
1.7952E0	-2.0313E0	-7.5861E-6	1.8109E-1
